"name","description","is_fixed","rule","country","created_at"
"Weltpoliotag","Aufklärungs- und Aktionstag zur Ausrottung der Kinderlähmung, zu Ehren von Jonas Salk.","true","{""day"": 24, ""month"": 10}","International","2026-01-15 16:42:00.839646+01"
"Tag des Heiligen Antonius Maria Claret","Gedenktag des spanischen Bischofs und Ordensgründers.","true","{""day"": 24, ""month"": 10}","International","2026-01-15 16:42:03.014454+01"
"Tag des Essens (Food Day)","Ein Tag zur Förderung gesunder, erschwinglicher und nachhaltig produzierter Lebensmittel.","true","{""day"": 24, ""month"": 10}","US","2026-01-15 16:42:09.192111+01"
"Weltoperntag","Internationaler Aktionstag zur Feier der Opernkultur am Geburtstag von Georges Bizet und Johann Strauss.","true","{""day"": 25, ""month"": 10}","International","2026-01-15 16:42:52.360133+01"
"Welt-Pasta-Tag","Ein 1995 ins Leben gerufener Tag zur Förderung des Konsums und der Vielfalt von Teigwaren.","true","{""day"": 25, ""month"": 10}","International","2026-01-15 16:42:52.360133+01"
"Welt-Spina-Bifida-Tag","Aktionstag zur Aufklärung über angeborene Fehlbildungen der Wirbelsäule und des Gehirns.","true","{""day"": 25, ""month"": 10}","International","2026-01-15 16:42:52.360133+01"
"Internationaler Tag des Künstlers","Ehrentag für alle bildenden Künstler, initiiert am Geburtstag von Pablo Picasso.","true","{""day"": 25, ""month"": 10}","International","2026-01-15 16:42:52.360133+01"
"Tag der Sauren Gurke (Sourest Day)","Ein kurioser Tag, der ursprünglich als Gegenstück zum ""Sweetest Day"" gedacht war.","true","{""day"": 25, ""month"": 10}","US","2026-01-15 16:42:52.360133+01"
"Tag der fettigen Speisen","Ein kulinarischer Tag für Pizza, Pommes und Co.","true","{""day"": 25, ""month"": 10}","US","2026-01-15 16:42:52.360133+01"
"Ende der Sommerzeit","Die Uhren werden um 03:00 Uhr auf 02:00 Uhr zurückgestellt (Winterzeit).","false","{""month"": 10, ""occurrence"": [-1], ""day_of_week"": ""Sunday""}","EU","2026-01-15 16:42:52.360133+01"
"Make a Difference Day","Einer der größten Tage für ehrenamtliches Engagement und Nachbarschaftshilfe in den USA.","false","{""month"": 10, ""occurrence"": [4], ""day_of_week"": ""Saturday""}","US","2026-01-15 16:42:52.360133+01"
"Nationalfeiertag Österreich","Gedenktag an die beschlossene immerwährende Neutralität Österreichs im Jahr 1955.","true","{""day"": 26, ""month"": 10}","AT","2026-01-15 16:42:52.360133+01"
"Intersex Awareness Day","Internationaler Aktionstag zur Stärkung der Menschenrechte und Sichtbarkeit intergeschlechtlicher Personen.","true","{""day"": 26, ""month"": 10}","International","2026-01-15 16:43:10.304557+01"
"Heul-den-Mond-an-Tag","Ein kurioser Feiertag aus den USA, der dazu einlädt, dem inneren Wolf freien Lauf zu lassen – oft als Vorbote für Halloween.","true","{""day"": 26, ""month"": 10}","US","2026-01-15 16:43:10.304557+01"
"Nationaler Kürbis-Tag","Ein US-amerikanischer Feiertag zur Feier des vielseitigen Herbstgemüses.","true","{""day"": 26, ""month"": 10}","US","2026-01-15 16:43:10.304557+01"
"Tag der eingesetzten Soldaten","Ehrentag für alle im Auslandseinsatz befindlichen Soldaten und deren Familien.","true","{""day"": 26, ""month"": 10}","US","2026-01-15 16:43:10.304557+01"
"National Mincemeat Day","Ein kulinarischer Gedenktag für die traditionelle Gewürzmischung aus Früchten und Fleisch.","true","{""day"": 26, ""month"": 10}","US","2026-01-15 16:43:10.304557+01"
"Nationaler Schwiegermuttertag","Ein Ehrentag für Schwiegermütter, meist am vierten Sonntag im Oktober begangen.","false","{""month"": 10, ""occurrence"": [4], ""day_of_week"": ""Sunday""}","US","2026-01-15 16:43:10.304557+01"
"Welttag des audiovisuellen Erbes","Ein von der UNESCO ausgerufener Tag, um auf die Bedeutung von Ton- und Filmaufnahmen als historisches Dokument aufmerksam zu machen.","true","{""day"": 27, ""month"": 10}","International","2026-01-15 16:43:10.304557+01"
"Weltergotherapietag","Ein Tag zur Förderung und Feier des Berufsstandes der Ergotherapeuten weltweit.","true","{""day"": 27, ""month"": 10}","International","2026-01-15 16:43:10.304557+01"
"Teddybären-Tag","Ein Tag zu Ehren des Kuscheltiers, benannt nach US-Präsident Theodore Roosevelt.","true","{""day"": 27, ""month"": 10}","International","2026-01-15 16:43:10.304557+01"
"Tag des schwarzen Hundes","Ein Aktionstag, um Vorurteile gegenüber schwarzen Hunden abzubauen und deren Vermittlung zu fördern.","true","{""day"": 27, ""month"": 10}","International","2026-01-15 16:43:10.304557+01"
"Tag des amerikanischen Bieres","Ein Feiertag zur Würdigung der US-Brautradition.","true","{""day"": 27, ""month"": 10}","US","2026-01-15 16:43:10.304557+01"
"Tag der Kartoffel","Ein schwedischer Ehrentag für die Kartoffel, initiiert vom Potatisakademien.","true","{""day"": 27, ""month"": 10}","SE","2026-01-15 16:43:10.304557+01"
"October Bank Holiday","Ein gesetzlicher Feiertag in Irland am letzten Montag im Oktober.","false","{""month"": 10, ""occurrence"": [-1], ""day_of_week"": ""Monday""}","IE","2026-01-15 16:43:10.304557+01"
"Welt-Animations-Tag","Gedenktag an die erste öffentliche Vorführung bewegter Bilder im Jahr 1892 in Paris (Théâtre Optique).","true","{""day"": 28, ""month"": 10}","International","2026-01-15 16:43:30.745376+01"
"Ochi-Tag","Gedenktag an das griechische ""Nein"" (Ochi) zum Ultimatum von Mussolini im Jahr 1940.","true","{""day"": 28, ""month"": 10}","GR","2026-01-15 16:43:30.745376+01"
"Unabhängigkeitstag (Tschechien)","Erinnerung an die Gründung der unabhängigen Tschechoslowakei im Jahr 1918.","true","{""day"": 28, ""month"": 10}","CZ","2026-01-15 16:43:30.745376+01"
"Nationaler Tag der Schokolade","Ein von der National Confectioners Association geförderter Ehrentag für Schokoladenliebhaber.","true","{""day"": 28, ""month"": 10}","US","2026-01-15 16:43:30.745376+01"
"Tag der wilden Lebensmittel","Ein Tag, der dazu einlädt, essbare Pflanzen, Beeren und Pilze aus der freien Natur zu sammeln.","true","{""day"": 28, ""month"": 10}","International","2026-01-15 16:43:30.745376+01"
"Tag der Plüschtier-Liebhaber","Ein Tag für alle, die ihre Stofftiersammlung feiern möchten.","true","{""day"": 28, ""month"": 10}","International","2026-01-15 16:43:30.745376+01"
"Tag der Ersthelfer","Würdigung der Arbeit von Sanitätern, Feuerwehrleuten und Polizisten.","false","{""month"": 10, ""occurrence"": [-1], ""day_of_week"": ""Tuesday""}","US","2026-01-15 16:43:30.745376+01"
"Welt-Schlaganfall-Tag","Ein von der World Stroke Organization (WSO) ins Leben gerufener Tag zur Aufklärung über Prävention und Symptome von Schlaganfällen.","true","{""day"": 29, ""month"": 10}","International","2026-01-15 16:43:30.745376+01"
"Welt-Psoriasis-Tag","Internationaler Aktionstag für Menschen mit Schuppenflechte und Psoriasis-Arthritis zur Verbesserung der Lebensqualität und Information.","true","{""day"": 29, ""month"": 10}","International","2026-01-15 16:43:30.745376+01"
"Tag des Internets","Gedenktag an die erste elektronische Nachricht, die 1969 zwischen zwei Computern (ARPANET) verschickt wurde.","true","{""day"": 29, ""month"": 10}","International","2026-01-15 16:43:30.745376+01"
"Nationaler Tag der Katze (USA)","Ein Tag zur Förderung von Adoptionen aus Tierheimen und zur Feier der Freundschaft zwischen Mensch und Katze.","true","{""day"": 29, ""month"": 10}","US","2026-01-15 16:43:30.745376+01"
"Nationaler Tag der Haferflocken","Ein kulinarischer Feiertag zu Ehren des gesunden Frühstücksklassikers.","true","{""day"": 29, ""month"": 10}","International","2026-01-15 16:43:30.745376+01"
"Einsiedler-Tag (Hermit Day)","Ein Tag, der dazu einlädt, sich zurückzuziehen, die Stille zu genießen und Zeit mit sich selbst zu verbringen.","true","{""day"": 29, ""month"": 10}","International","2026-01-15 16:43:30.745376+01"
"Weltspartag","Ein Tag zur Förderung des Spargedankens, traditionell am letzten Werktag im Oktober begangen.","true","{""day"": 30, ""month"": 10}","DE","2026-01-15 16:43:30.745376+01"
"Gedenktag für die Opfer politischer Gewalt","Erinnerung an die Opfer politischer Verfolgung in der ehemaligen Sowjetunion.","true","{""day"": 30, ""month"": 10}","International","2026-01-15 16:43:30.745376+01"
"Tag des Candy Corn","Ein kulinarischer Feiertag zu Ehren der dreifarbigen Maissüßigkeit, einem Klassiker der Halloween-Zeit.","true","{""day"": 30, ""month"": 10}","US","2026-01-15 16:43:49.615539+01"
"Tag der Checklisten","Würdigung eines einfachen, aber effektiven Werkzeugs zur Fehlervermeidung und Organisation.","true","{""day"": 30, ""month"": 10}","US","2026-01-15 16:43:49.615539+01"
"Tag des Kinnkraulens","Ein kurioser Aktionstag in Deutschland, der auf den Schriftsteller Dmitrij Kapitelman zurückgeht.","true","{""day"": 30, ""month"": 10}","DE","2026-01-15 16:43:49.615539+01"
"Nacht des verfluchten Kühlschranks","Ein spielerischer Vorbote von Halloween: Zeit, den Kühlschrank von ""gruseligen"" Altlasten zu befreien.","true","{""day"": 30, ""month"": 10}","US","2026-01-15 16:43:49.615539+01"
"Internationaler Carignan-Tag","Ein Tag zur Feier der gleichnamigen Rotweinsorte.","false","{""month"": 10, ""occurrence"": [-1], ""day_of_week"": ""Thursday""}","International","2026-01-15 16:43:49.615539+01"
"Reformationstag","Gedenktag der evangelischen Christen an den Thesenanschlag Martin Luthers 1517. Gesetzlicher Feiertag in vielen deutschen Bundesländern.","true","{""day"": 31, ""month"": 10}","DE","2026-01-15 16:43:49.615539+01"
"Halloween","Volksbrauch am Vorabend von Allerheiligen (All Hallows’ Eve), geprägt durch Kostüme und Umzüge.","true","{""day"": 31, ""month"": 10}","International","2026-01-15 16:43:49.615539+01"
"Welttag der Städte","Ein UN-Aktionstag zur Förderung des Interesses an globaler Urbanisierung und nachhaltiger Stadtentwicklung.","true","{""day"": 31, ""month"": 10}","International","2026-01-15 16:43:49.615539+01"
"Weltspartag","Offizieller Termin zur Förderung des Spargedankens; in Deutschland oft auf den 30.10. vorgezogen, falls der 31.10. ein Feiertag ist.","true","{""day"": 31, ""month"": 10}","International","2026-01-15 16:43:49.615539+01"
"Nationaler Tag der Einheit (Indien)","Gedenktag zu Ehren von Sardar Vallabhbhai Patel, dem ""Eisenmann von Indien"", der die Einigung des Landes vorantrieb.","true","{""day"": 31, ""month"": 10}","IN","2026-01-15 16:43:49.615539+01"
"Tag der Zauberei","Gedenktag an den Entfesselungskünstler Harry Houdini und Feiertag für Magier weltweit.","true","{""day"": 31, ""month"": 10}","International","2026-01-15 16:43:49.615539+01"
"Welt-Lemuren-Tag","Ein Aktionstag zum Schutz der bedrohten Lemurenarten auf Madagaskar.","true","{""day"": 31, ""month"": 10}","International","2026-01-15 16:43:49.615539+01"
"Welt-Champagnertag","Ein globaler Aktionstag für Liebhaber des französischen Schaumweins.","false","{""month"": 10, ""occurrence"": [4], ""day_of_week"": ""Friday""}","International","2026-01-15 16:45:00.422793+01"
"Allerheiligen","Ein christliches Hochfest, an dem aller Heiligen gedacht wird. In vielen deutschen Bundesländern sowie in Österreich und der Schweiz ein gesetzlicher Feiertag.","true","{""day"": 1, ""month"": 11}","DE, AT, CH","2026-01-15 16:58:45.19399+01"
"Welt-Vegan-Tag","Ein 1994 zum 50. Jahrestag der Vegan Society eingeführter Aktionstag zur Förderung der veganen Lebensweise.","true","{""day"": 1, ""month"": 11}","International","2026-01-15 16:58:45.19399+01"
"Welttag der Akropolis","Ein Tag zur Würdigung des kulturellen Erbes der Akropolis von Athen.","true","{""day"": 1, ""month"": 11}","International","2026-01-15 16:58:45.19399+01"
"Tag der Autoren","Ein amerikanischer Ehrentag, um Schriftsteller und ihre Beiträge zur Literatur zu feiern.","true","{""day"": 1, ""month"": 11}","US","2026-01-15 16:58:45.19399+01"
"Beginn von Movember","Startmonat der Spendenaktion, bei der Männer sich Bärte wachsen lassen, um auf die Männergesundheit aufmerksam zu machen.","true","{""day"": 1, ""month"": 11}","International","2026-01-15 16:58:45.19399+01"
"Tag des Calzone","Ein kulinarischer Ehrentag für die gefüllte Pizza-Spezialität.","true","{""day"": 1, ""month"": 11}","US","2026-01-15 16:58:45.19399+01"
"Tag der Buchliebhaber","Ein inoffizieller Feiertag für alle Leseratten und Bibliophilen.","false","{""month"": 11, ""occurrence"": [1], ""day_of_week"": ""Saturday""}","International","2026-01-15 16:58:45.19399+01"
"Allerseelen","Gedenktag der katholischen Kirche, an dem durch Gebet und Almosen der Verstorbenen gedacht wird.","true","{""day"": 2, ""month"": 11}","DE, AT, CH","2026-01-15 16:58:45.19399+01"
"Tag gegen Straflosigkeit für Verbrechen an Journalisten","Ein von den Vereinten Nationen ausgerufener Tag, um auf die mangelnde Strafverfolgung bei Gewalt gegen Reporter aufmerksam zu machen.","true","{""day"": 2, ""month"": 11}","International","2026-01-15 16:58:45.19399+01"
"Día de Muertos","Traditioneller mexikanischer Feiertag (UNESCO-Kulturerbe), an dem die Verstorbenen symbolisch aus dem Jenseits zurückkehren.","true","{""day"": 2, ""month"": 11}","MX","2026-01-15 16:58:45.19399+01"
"Halte-nach-Kreisen-Ausschau-Tag","Ein kurioser Tag, der dazu anregt, die Form des Kreises in der Architektur und Natur bewusst wahrzunehmen.","true","{""day"": 2, ""month"": 11}","International","2026-01-15 16:58:45.19399+01"
"Tag der gefüllten Eier","Ein kulinarischer Feiertag zu Ehren des klassischen Party-Snacks.","true","{""day"": 2, ""month"": 11}","US","2026-01-15 16:58:45.19399+01"
"Nationaler Tag des Bisons","Würdigung des Bisons als ökologisches und kulturelles Symbol der nordamerikanischen Geschichte.","false","{""month"": 11, ""occurrence"": [1], ""day_of_week"": ""Sunday""}","US","2026-01-15 16:58:45.19399+01"
"Hubertustag","Gedenktag des Heiligen Hubertus von Lüttich, dem Schutzpatron der Jäger. Traditionell finden Hubertusmessen und Jagden statt.","true","{""day"": 3, ""month"": 11}","DE, AT, BE","2026-01-15 16:58:45.19399+01"
"Weltmännertag","Ein Aktionstag zur Männergesundheit und Vorsorge, der 2000 in Wien ins Leben gerufen wurde.","true","{""day"": 3, ""month"": 11}","International","2026-01-15 16:58:45.19399+01"
"Tag der Kultur (Japan)","Ein gesetzlicher Feiertag in Japan zur Förderung von Kultur, Kunst und akademischen Leistungen.","true","{""day"": 3, ""month"": 11}","JP","2026-01-15 16:58:45.19399+01"
"One Health Day","Ein internationaler Kampagnentag, der die Vernetzung von Mensch, Tier und Umwelt für die globale Gesundheit betont.","true","{""day"": 3, ""month"": 11}","International","2026-01-15 16:58:45.19399+01"
"Tag des Sandwiches","Zu Ehren von John Montagu, dem 4. Earl of Sandwich, an seinem Geburtstag.","true","{""day"": 3, ""month"": 11}","US","2026-01-15 16:58:45.19399+01"
"Tag des Klischees","Ein kurioser Tag, um über typische Klischees nachzudenken oder sie humorvoll zu verwenden.","true","{""day"": 3, ""month"": 11}","International","2026-01-15 16:58:45.19399+01"
"Color the World Orange Day","Aktionstag zur Aufklärung über CRPS (Morbus Sudeck).","false","{""month"": 11, ""occurrence"": [1], ""day_of_week"": ""Monday""}","International","2026-01-15 16:58:45.19399+01"
"Tag der Einheit des Volkes","Russischer Nationalfeiertag zur Erinnerung an die Befreiung Moskaus von polnisch-litauischen Besatzungstruppen im Jahr 1612.","true","{""day"": 4, ""month"": 11}","RU","2026-01-15 16:58:45.19399+01"
"Tag der Menschenrechtskonvention","Gedenktag an die Unterzeichnung der Europäischen Menschenrechtskonvention (EMRK) in Rom am 4. November 1950.","true","{""day"": 4, ""month"": 11}","International","2026-01-15 16:58:45.19399+01"
"Nationaler Tag der Süßigkeiten","Ein US-Feiertag, der – passend kurz nach Halloween – dem Genuss von Zuckerwaren aller Art gewidmet ist.","true","{""day"": 4, ""month"": 11}","US","2026-01-15 16:58:45.19399+01"
"Skeptiker-Tag","Ein Tag, der dazu aufruft, Informationen kritisch zu hinterfragen und nicht alles sofort als gegeben hinzunehmen.","true","{""day"": 4, ""month"": 11}","US","2026-01-15 16:58:45.19399+01"
"Tutanchamun-Tag","Gedenktag an die Entdeckung des fast unversehrten Grabes von Pharao Tutanchamun durch Howard Carter im Jahr 1922.","true","{""day"": 4, ""month"": 11}","International","2026-01-15 16:58:45.19399+01"
"Gedenktag Alexanderplatz-Demo","Erinnerung an die größte Massenkundgebung der DDR-Geschichte am 4. November 1989 in Ost-Berlin.","true","{""day"": 4, ""month"": 11}","DE","2026-01-15 16:58:45.19399+01"
"Guy Fawkes Night","Gedenktag an das Scheitern des Gunpowder Plots 1605. In Großbritannien mit Feuerwerken und Lagerfeuern begangen.","true","{""day"": 5, ""month"": 11}","UK","2026-01-15 16:58:45.19399+01"
"Welttag des Tsunamibewusstseins","Ein von den Vereinten Nationen ausgerufener Tag zur Aufklärung über die Gefahren von Tsunamis und zur Verbesserung des Katastrophenschutzes.","true","{""day"": 5, ""month"": 11}","International","2026-01-15 16:58:45.19399+01"
"Welttag der Romanischen Sprache","UNESCO-Gedenktag zur Erhaltung der Sprache und Kultur der Roma.","true","{""day"": 5, ""month"": 11}","International","2026-01-15 16:58:45.19399+01"
"Nationaler Tag des Donuts","Aktionstag, der auf den von der Heilsarmee geprägten Doughnut Day zurückgeht.","true","{""day"": 5, ""month"": 11}","US","2026-01-15 16:58:45.19399+01"
"Nationaler Tag des chinesischen Essens zum Mitnehmen","Ein inoffizieller US-Feiertag zur Feier der chinesisch-amerikanischen Imbisskultur.","true","{""day"": 5, ""month"": 11}","US","2026-01-15 16:58:45.19399+01"
"Tag zur Verhütung der Ausbeutung der Umwelt in Kriegen","Ein UN-Gedenktag, der darauf aufmerksam macht, dass Umweltschäden in Konflikten die Stabilität und den Frieden langfristig gefährden.","true","{""day"": 6, ""month"": 11}","International","2026-01-15 16:58:45.19399+01"
"Tag des Notars","Würdigung der Arbeit von Notaren, erinnert an die Ernennung des ersten Notars in Amerika (1639).","true","{""day"": 7, ""month"": 11}","US","2026-01-15 17:01:03.478002+01"
"1. Advent","Erster Adventssonntag und Beginn der Adventszeit im christlichen Kirchenjahr.","false","{""month"": 11, ""occurrence"": [4, 5, -1], ""day_of_week"": ""Sunday""}","DE, AT, CH","2026-01-15 17:12:32.229334+01"
"Leonharditag","Gedenktag des Heiligen Leonhard von Limoges, Schutzpatron des Viehs. In Bayern und Österreich finden traditionelle Leonhardifahrten statt.","true","{""day"": 6, ""month"": 11}","DE, AT","2026-01-15 16:59:57.571741+01"
"Nationaler Tag der Nachos","Ein kulinarischer Ehrentag für den beliebten mexikanisch-amerikanischen Snack.","true","{""day"": 6, ""month"": 11}","US","2026-01-15 16:59:59.715953+01"
"Saxophon-Tag","Zu Ehren des Geburtstags von Adolphe Sax, dem Erfinder des Saxophons (geboren am 6. November 1814).","true","{""day"": 6, ""month"": 11}","International","2026-01-15 17:00:04.521487+01"
"Tag der schwedischen Kultur in Finnland","Ein Flaggentag in Finnland zur Feier der schwedischsprachigen Minderheit und deren Kultur.","true","{""day"": 6, ""month"": 11}","FI","2026-01-15 17:00:10.125934+01"
"Internationaler Stout-Tag","Ein Ehrentag für die dunkle Biersorte Stout.","false","{""month"": 11, ""occurrence"": [1], ""day_of_week"": ""Thursday""}","International","2026-01-15 17:00:53.294755+01"
"Marie-Curie-Tag","Gedenktag zum Geburtstag der zweifachen Nobelpreisträgerin Marie Curie (1867). Oft genutzt als Tag für Frauen in der Wissenschaft.","true","{""day"": 7, ""month"": 11}","International","2026-01-15 17:00:53.294755+01"
"Internationaler Inuit-Tag","Ein Tag zur Feier der Kultur der Inuit und zur Stärkung ihrer Rechte, ausgerufen vom Inuit Circumpolar Council.","true","{""day"": 7, ""month"": 11}","International","2026-01-15 17:00:53.294755+01"
"Tag der Oktoberrevolution","Gedenktag an die russische Revolution von 1917 (nach gregorianischem Kalender). In einigen ehemaligen Sowjetstaaten noch als Gedenktag präsent.","true","{""day"": 7, ""month"": 11}","RU, BY","2026-01-15 17:00:53.294755+01"
"Tag der Zartbitterschokolade mit Mandeln","Ein kulinarischer Feiertag zu Ehren der Kombination aus dunkler Schokolade und Mandeln.","true","{""day"": 7, ""month"": 11}","US","2026-01-15 17:00:53.294755+01"
"Teddybär-Knuddel-Tag","Ein herzlicher, kurioser Feiertag, der dazu einlädt, seinen Teddybären zu drücken.","true","{""day"": 7, ""month"": 11}","International","2026-01-15 17:01:38.643213+01"
"Tag des Füllfederhalters","Ein Aktionstag für Liebhaber von Schreibgeräten und der Handschrift.","false","{""month"": 11, ""occurrence"": [1], ""day_of_week"": ""Friday""}","International","2026-01-15 17:03:05.103712+01"
"Tag des Anwaltslobes","Ein Tag zur Wertschätzung juristischer Arbeit.","false","{""month"": 11, ""occurrence"": [1], ""day_of_week"": ""Friday""}","US","2026-01-15 17:03:50.521534+01"
"Welttag der Radiologie","Gedenktag an die Entdeckung der Röntgenstrahlen durch Wilhelm Conrad Röntgen im Jahr 1895. Er dient der Sensibilisierung für die Rolle der Bildgebung im Gesundheitswesen.","true","{""day"": 8, ""month"": 11}","International","2026-01-15 17:04:02.527116+01"
"Welttag der Stadtplanung","Ein Tag zur Förderung der Rolle der Planung bei der Schaffung lebenswerter Gemeinschaften (auch Welturbanismustag).","true","{""day"": 8, ""month"": 11}","International","2026-01-15 17:04:04.897951+01"
"Internationaler Tag der Putzfrau","Ehrentag für Reinigungskräfte, um deren harte Arbeit und gesellschaftliche Bedeutung zu würdigen.","true","{""day"": 8, ""month"": 11}","International","2026-01-15 17:04:10.122762+01"
"Gedenken an das Elser-Attentat","Erinnerung an den Bombenanschlag von Georg Elser auf Adolf Hitler im Münchener Bürgerbräukeller (1939).","true","{""day"": 8, ""month"": 11}","DE","2026-01-15 17:04:12.643109+01"
"Welttag der Pianisten","Ein Tag zur Feier der Musik und des Talents von Klavierspielern weltweit.","true","{""day"": 8, ""month"": 11}","International","2026-01-15 17:04:15.97586+01"
"Nationaler STEM-Tag","Aktionstag zur Förderung der Bildung in Mathematik, Informatik, Naturwissenschaft und Technik (MINT).","true","{""day"": 8, ""month"": 11}","US","2026-01-15 17:04:18.272924+01"
"Tag des Cappuccinos","Ein kulinarischer Ehrentag für die beliebte italienische Kaffeespezialität.","true","{""day"": 8, ""month"": 11}","US","2026-01-15 17:04:21.96527+01"
"Welttag der Benutzbarkeit","Ein Tag zur Förderung von nutzerfreundlichem Design in Technik und Alltag.","false","{""month"": 11, ""occurrence"": [2], ""day_of_week"": ""Thursday""}","International","2026-01-15 17:06:44.708582+01"
"Tag der Philanthropie","Ehrentag für wohltätige Spender und ehrenamtliches Engagement.","false","{""month"": 11, ""occurrence"": [3], ""day_of_week"": ""Saturday""}","US","2026-01-15 17:06:44.708582+01"
"Volkstrauertag","Staatlicher Gedenktag für die Opfer von Krieg und Gewaltherrschaft.","false","{""month"": 11, ""occurrence"": [3], ""day_of_week"": ""Sunday""}","DE","2026-01-15 17:06:44.708582+01"
"Weltgedenktag für die Straßenverkehrsopfer","Gedenktag für Millionen von Menschen, die im Straßenverkehr getötet oder schwer verletzt wurden.","false","{""month"": 11, ""occurrence"": [3], ""day_of_week"": ""Sunday""}","International","2026-01-15 17:06:44.708582+01"
"Thanksgiving","US-Feiertag des Dankens, traditionell im Kreis von Familie und Freunden begangen.","false","{""month"": 11, ""occurrence"": [4], ""day_of_week"": ""Thursday""}","US","2026-01-15 17:06:44.708582+01"
"Gedenktag an die Reichspogromnacht","Erinnerung an die vom NS-Regime organisierten Gewaltmaßnahmen gegen jüdische Menschen, Synagogen und Geschäfte im Jahr 1938.","true","{""day"": 9, ""month"": 11}","DE","2026-01-15 17:06:44.708582+01"
"Gedenktag Mauerfall","Erinnerung an die Öffnung der Berliner Mauer im Jahr 1989, die das Ende der DDR einleitete.","true","{""day"": 9, ""month"": 11}","DE","2026-01-15 17:06:44.708582+01"
"Ausrufung der Republik in Deutschland","Philipp Scheidemann rief am 9. November 1918 vom Reichstag die Republik aus und beendete damit die Monarchie.","true","{""day"": 9, ""month"": 11}","DE","2026-01-15 17:06:44.708582+01"
"Welttag der Erfinder","Zu Ehren der Erfinderin und Schauspielerin Hedy Lamarr an ihrem Geburtstag ins Leben gerufen.","true","{""day"": 9, ""month"": 11}","International","2026-01-15 17:06:44.708582+01"
"Tag der Freiheit (World Freedom Day)","Ein US-Gedenktag zur Erinnerung an den Fall der Berliner Mauer und den Sieg über den Kommunismus in Europa.","true","{""day"": 9, ""month"": 11}","US","2026-01-15 17:06:44.708582+01"
"Chaos-Tag","Ein humorvoller Tag zur Erkenntnis, dass das Chaos im Leben niemals ganz verschwindet.","true","{""day"": 9, ""month"": 11}","International","2026-01-15 17:06:44.708582+01"
"Welttag der Wissenschaft für Frieden und Entwicklung","Ein von der UNESCO ausgerufener Tag, um die wichtige Rolle der Wissenschaft für die Gesellschaft und die Debatte über globale Fragen hervorzuheben.","true","{""day"": 10, ""month"": 11}","International","2026-01-15 17:06:44.708582+01"
"Martin-Luther-Tag","Gedenktag an den Geburtstag des Reformators Martin Luther (1483). Traditionell wird in einigen Regionen der ""Lutherabend"" gefeiert.","true","{""day"": 10, ""month"": 11}","DE","2026-01-15 17:06:44.708582+01"
"Tag der Buchhaltung","Zu Ehren von Luca Pacioli, der 1494 die erste Abhandlung über die doppelte Buchführung veröffentlichte.","true","{""day"": 10, ""month"": 11}","International","2026-01-15 17:06:44.708582+01"
"Gründungstag des US Marine Corps","Gedenktag an die Gründung des United States Marine Corps im Jahr 1775.","true","{""day"": 10, ""month"": 11}","US","2026-01-15 17:06:44.708582+01"
"Vergissmeinnicht-Tag","Ein Tag zur Erinnerung an die Opfer von Kriegen und zur Unterstützung verletzter Veteranen.","true","{""day"": 10, ""month"": 11}","US","2026-01-15 17:06:44.708582+01"
"Tag des Vanille-Cupcakes","Ein kulinarischer Feiertag zu Ehren des süßen Gebäck-Klassikers.","true","{""day"": 10, ""month"": 11}","US","2026-01-15 17:06:44.708582+01"
"Sesamstraßen-Tag","Gedenktag an die Erstausstrahlung der Sesame Street am 10. November 1969.","true","{""day"": 10, ""month"": 11}","International","2026-01-15 17:07:22.855894+01"
"Martinstag","Gedenktag des heiligen Martin von Tours. Bekannt für Laternenumzüge (Martinsumzüge) und das traditionelle Gänseessen.","true","{""day"": 11, ""month"": 11}","DE, AT, CH","2026-01-15 17:07:22.855894+01"
"Beginn der Karnevalssession","Traditioneller Auftakt der ""fünften Jahreszeit"" am 11.11. um 11:11 Uhr.","true","{""day"": 11, ""month"": 11}","DE","2026-01-15 17:07:22.855894+01"
"Remembrance Day","Gedenktag zum Ende des Ersten Weltkriegs 1918. In vielen Commonwealth-Staaten wird um 11 Uhr Schweigeminuten gehalten.","true","{""day"": 11, ""month"": 11}","UK, CA, FR, BE","2026-01-15 17:07:22.855894+01"
"Veterans Day","Ein gesetzlicher Feiertag in den USA zu Ehren aller Militärveteranen.","true","{""day"": 11, ""month"": 11}","US","2026-01-15 17:07:22.855894+01"
"Singles’ Day","Ursprünglich ein Tag für Alleinstehende in China, heute der weltweit umsatzstärkste Online-Shopping-Tag.","true","{""day"": 11, ""month"": 11}","CN, International","2026-01-15 17:07:22.855894+01"
"Pocky-Tag","Marketing-Feiertag für die Mikado-ähnlichen Knabberstäbchen, da die Zahl 11.11. an vier Stäbchen erinnert.","true","{""day"": 11, ""month"": 11}","JP","2026-01-15 17:07:22.855894+01"
"Unabhängigkeitstag (Polen)","Nationalfeiertag zur Erinnerung an die Wiedererlangung der Unabhängigkeit Polens im Jahr 1918.","true","{""day"": 11, ""month"": 11}","PL","2026-01-15 17:07:22.855894+01"
"Welttag der Pneumonie","Ein von der WHO unterstützter globaler Aktionstag zur Aufklärung über Lungenentzündungen und deren Prävention.","true","{""day"": 12, ""month"": 11}","International","2026-01-15 17:07:22.855894+01"
"Sun Yat-sen-Tag","Gedenktag an den Gründervater der Republik China (Taiwan).","true","{""day"": 12, ""month"": 11}","TW","2026-01-15 17:07:22.855894+01"
